"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.099213661E0,-2.941313982E0,-2.321286127E-2,2.405432701E0,3.799733314E0
3.101426473E0,-2.990183115E0,3.176496923E-2,2.444528103E0,3.862372551E0
3.103639234E0,-3.032943726E0,9.285144508E-2,2.482401848E0,3.920419361E0
3.105852046E0,-3.074482441E0,1.527161896E-1,2.525162220E0,3.981483235E0
3.108064807E0,-3.116021156E0,2.101374865E-1,2.569144487E0,4.044038700E0
3.110277619E0,-3.156338215E0,2.602283955E-1,2.613126755E0,4.105925131E0
3.112490432E0,-3.196655273E0,3.017672002E-1,2.658330917E0,4.168499928E0
3.114703192E0,-3.238194227E0,3.286452591E-1,2.702313185E0,4.230414413E0
3.116916005E0,-3.279732943E0,3.408625424E-1,2.743851900E0,4.289703801E0
3.119128817E0,-3.321271896E0,3.359756172E-1,2.785390615E0,4.347657703E0
3.121341578E0,-3.355480194E0,3.200931549E-1,2.833038092E0,4.403159296E0
3.123554390E0,-3.378693104E0,2.968802750E-1,2.891681194E0,4.457075848E0
3.125767203E0,-3.397019148E0,2.687804997E-1,2.963763237E0,4.516179201E0
3.127979963E0,-3.412901640E0,2.333503515E-1,3.044397354E0,4.579378259E0
3.130192776E0,-3.428783894E0,1.930332631E-1,3.126253128E0,4.644058511E0
3.132405588E0,-3.447109938E0,1.478292793E-1,3.210552454E0,4.712968012E0
3.134618348E0,-3.462992430E0,1.001818255E-1,3.289964914E0,4.777679573E0
3.136831109E0,-3.472766161E0,4.398226365E-2,3.364490509E0,4.835476774E0
3.139043921E0,-3.481318474E0,-1.343902480E-2,3.437794209E0,4.892666752E0
3.141256734E0,-3.484983683E0,-6.963858753E-2,3.508654594E0,4.945767672E0
3.143469546E0,-3.488648653E0,-1.185077652E-1,3.578293085E0,4.998889368E0
3.145689963E0,-3.491092205E0,-1.514944583E-1,3.645488262E0,5.049778215E0
3.147895119E0,-3.494757414E0,-1.759290546E-1,3.710239887E0,5.100015729E0
3.150107880E0,-3.503309488E0,-1.857028902E-1,3.773769855E0,5.152572353E0
3.152320692E0,-3.513083458E0,-1.918115467E-1,3.832412958E0,5.202493261E0
3.154533453E0,-3.524078846E0,-1.905898154E-1,3.887390852E0,5.250453678E0
3.156746317E0,-3.537518024E0,-1.893680841E-1,3.938703299E0,5.297478430E0
3.158959078E0,-3.552178621E0,-1.844811589E-1,3.982685566E0,5.339830575E0
3.161171890E0,-3.570504665E0,-1.783725172E-1,4.021780968E0,5.380988986E0
3.163390015E0,-3.588830471E0,-1.661552191E-1,4.054767609E0,5.417421164E0
3.165597463E0,-3.610821724E0,-1.551596522E-1,4.081645966E0,5.451783362E0
3.167810223E0,-3.634034634E0,-1.478292793E-1,4.104858398E0,5.484334389E0
3.170023036E0,-3.656025648E0,-1.295033395E-1,4.123184681E0,5.512163511E0
3.172235848E0,-3.678016901E0,-1.001818255E-1,4.132958412E0,5.533460939E0
3.174448661E0,-3.700007915E0,-6.475166976E-2,4.137845516E0,5.551217602E0
3.176661421E0,-3.726886034E0,-2.443459071E-2,4.137845516E0,5.568845668E0
3.178874234E0,-3.752542257E0,1.710421406E-2,4.131736755E0,5.581497520E0
3.181086994E0,-3.780642033E0,6.352993846E-2,4.120740891E0,5.592655516E0
3.183299807E0,-3.811185360E0,1.075121984E-1,4.109745502E0,5.605952267E0
3.185512567E0,-3.841728687E0,1.490510106E-1,4.095084667E0,5.617011122E0
3.187725380E0,-3.873493671E0,1.881463528E-1,4.080423832E0,5.629317092E0
3.189938192E0,-3.901593447E0,2.235765159E-1,4.065763474E0,5.639401609E0
3.192151005E0,-3.926028013E0,2.651153207E-1,4.052324295E0,5.648478936E0
3.194363765E0,-3.946797371E0,3.029889166E-1,4.042550564E0,5.657846484E0
3.196576578E0,-3.963901520E0,3.371973634E-1,4.032776356E0,5.664759700E0
3.198789338E0,-3.979784012E0,3.591884971E-1,4.025446415E0,5.672029266E0
3.201002151E0,-3.994444847E0,3.824013472E-1,4.019337654E0,5.679515437E0
3.203214963E0,-3.999331713E0,4.007273018E-1,4.024224281E0,5.687672422E0
3.205427723E0,-3.995666504E0,4.178315103E-1,4.030333042E0,5.690651844E0
3.207640536E0,-3.985892773E0,4.251618981E-1,4.042550564E0,5.693006139E0
3.209853348E0,-3.951684237E0,4.043924809E-1,4.055989265E0,5.677181564E0
3.212066109E0,-3.952905893E0,3.640754223E-1,4.076758862E0,5.690165088E0
3.214278921E0,-3.943132162E0,3.811796308E-1,4.102415085E0,5.702928957E0
3.216491734E0,-3.926028013E0,3.958403766E-1,4.130515099E0,5.712402344E0
3.218704494E0,-3.906480312E0,3.909534514E-1,4.158614635E0,5.719047886E0
3.220917307E0,-3.883267403E0,3.652971387E-1,4.184270859E0,5.720256143E0
3.223130119E0,-3.856389284E0,3.262017965E-1,4.211149216E0,5.719433857E0
3.225342880E0,-3.827067852E0,2.834412456E-1,4.233139992E0,5.713690705E0
3.227555692E0,-3.795302868E0,2.382372618E-1,4.252687931E0,5.704948334E0
3.229768453E0,-3.763537884E0,1.954767257E-1,4.269792080E0,5.695046353E0
3.231981265E0,-3.730551243E0,1.576031148E-1,4.283231258E0,5.682246152E0
3.234194026E0,-3.698786259E0,1.233946830E-1,4.296669960E0,5.670768800E0
3.236406838E0,-3.668242931E0,9.407317638E-2,4.306444168E0,5.657766109E0
3.238619651E0,-3.636477947E0,7.330377400E-2,4.311330795E0,5.640648769E0
3.240832463E0,-3.605934858E0,6.108647957E-2,4.312552452E0,5.621797436E0
3.243045223E0,-3.576613188E0,5.497783050E-2,4.310109138E0,5.601091433E0
3.245258036E0,-3.548513412E0,5.619955808E-2,4.301557064E0,5.576602819E0
3.247470796E0,-3.524078846E0,5.864302069E-2,4.289339542E0,5.551666815E0
3.249688296E0,-3.500865936E0,5.864302069E-2,4.272235394E0,5.523721261E0
3.251896421E0,-3.481318474E0,6.230820715E-2,4.250244617E0,5.494364380E0
3.254109182E0,-3.464214087E0,6.841685623E-2,4.224587917E0,5.463753579E0
3.256321994E0,-3.447109938E0,8.185587823E-2,4.192822933E0,5.428538611E0
3.258534807E0,-3.430005789E0,9.896009415E-2,4.159836292E0,5.392492076E0
3.260747619E0,-3.415344954E0,1.185077652E-1,4.121963024E0,5.354363119E0
3.262960432E0,-3.398240805E0,1.441640854E-1,4.080423832E0,5.312125987E0
3.265173192E0,-3.381136656E0,1.734855920E-1,4.036441803E0,5.268305683E0
3.267386890E0,-3.364032269E0,2.040288299E-1,3.988794327E0,5.221955673E0
3.269598765E0,-3.345706463E0,2.345720828E-1,3.938703299E0,5.173215583E0
3.271811578E0,-3.323715210E0,2.553414702E-1,3.888612509E0,5.121873613E0
3.274024338E0,-3.304167509E0,2.712239623E-1,3.840965033E0,5.073864183E0
3.276237151E0,-3.279732943E0,2.773326039E-1,3.789652348E0,5.019464759E0
3.278449911E0,-3.249189854E0,2.809978127E-1,3.744448423E0,4.965590445E0
3.280662776E0,-3.218646526E0,2.822195292E-1,3.699244499E0,4.911592734E0
3.282875536E0,-3.185659885E0,2.834412456E-1,3.656483889E0,4.857843377E0
3.285088348E0,-3.150229692E0,2.895499170E-1,3.618610144E0,4.806467064E0
3.287301109E0,-3.116021156E0,2.981020212E-1,3.584401846E0,4.758822255E0
3.289513921E0,-3.081812859E0,3.054323792E-1,3.551415205E0,4.712049383E0
3.291726734E0,-3.050047874E0,3.090975881E-1,3.517206669E0,4.665734252E0
3.293939494E0,-3.018282890E0,3.066541255E-1,3.487885237E0,4.622706110E0
3.296152307E0,-2.991404772E0,3.029889166E-1,3.457341909E0,4.581868382E0
3.298365119E0,-2.965748549E0,2.944368124E-1,3.426798582E0,4.541509222E0
3.300577880E0,-2.943757296E0,2.822195292E-1,3.396255493E0,4.503321691E0
3.302790692E0,-2.924209595E0,2.651153207E-1,3.365712166E0,4.466464628E0
3.305003453E0,-2.908327103E0,2.467893660E-1,3.336390734E0,4.432919428E0
3.307216265E0,-2.894888163E0,2.260199636E-1,3.308290958E0,4.401846381E0
3.309429078E0,-2.876562357E0,2.064722925E-1,3.285078049E0,4.371381885E0
3.311641890E0,-2.863123178E0,1.893680841E-1,3.263087034E0,4.345235506E0
3.313854651E0,-2.842353821E0,1.759290546E-1,3.245982647E0,4.318139602E0
3.316067463E0,-2.822806120E0,1.698204130E-1,3.231322050E0,4.294009263E0
3.318280223E0,-2.802036762E0,1.637117565E-1,3.219104767E0,4.270930467E0
3.320493036E0,-2.781267405E0,1.612683088E-1,3.211774349E0,4.251699697E0
3.322705848E0,-2.758054495E0,1.588248461E-1,3.205665588E0,4.231829603E0
3.324918609E0,-2.733619928E0,1.563813835E-1,3.198335171E0,4.210282759E0
3.327131421E0,-2.717737436E0,1.563813835E-1,3.193448305E0,4.196267864E0
3.329344234E0,-2.699411392E0,1.539379209E-1,3.186117887E0,4.178739755E0
3.331557046E0,-2.684750795E0,1.478292793E-1,3.178787708E0,4.163463897E0
3.333769807E0,-2.667646408E0,1.417206228E-1,3.170235395E0,4.145698319E0
3.335982619E0,-2.657872677E0,1.282816082E-1,3.160461664E0,4.131496251E0
3.338195380E0,-2.649320602E0,1.136208475E-1,3.154352903E0,4.120892087E0
3.340408192E0,-2.645655394E0,9.529490769E-2,3.143357515E0,4.109655709E0
3.342621005E0,-2.643211842E0,7.330377400E-2,3.133583546E0,4.100157085E0
3.344833765E0,-2.643211842E0,5.009091273E-2,3.123809814E0,4.092342324E0
3.347046578E0,-2.645655394E0,2.443459071E-2,3.111592531E0,4.084372362E0
3.349259390E0,-2.649320602E0,-1.221729559E-3,3.100596905E0,4.078308756E0
3.351472151E0,-2.654207468E0,-2.687804960E-2,3.093266487E0,4.076007516E0
3.353684963E0,-2.655429125E0,-4.886918142E-2,3.088379622E0,4.073300961E0
3.355897776E0,-2.660316229E0,-6.719512492E-2,3.085936069E0,4.074898655E0
3.358110536E0,-2.663981199E0,-7.819069177E-2,3.089601278E0,4.080262942E0
3.360323348E0,-2.668868303E0,-9.285144508E-2,3.094488144E0,4.087460860E0
3.362536161E0,-2.673755169E0,-1.026252806E-1,3.103040457E0,4.097359971E0
3.364748921E0,-2.679863691E0,-1.148425788E-1,3.109148979E0,4.106295849E0
3.366961734E0,-2.685972452E0,-1.233946830E-1,3.117701054E0,4.117005480E0
3.369174546E0,-2.693302870E0,-1.356119812E-1,3.123809814E0,4.126797634E0
3.371387359E0,-2.703076601E0,-1.539379209E-1,3.126253128E0,4.135671483E0
3.373600119E0,-2.711628675E0,-1.673769504E-1,3.126253128E0,4.141787505E0
3.375812880E0,-2.717737436E0,-1.795942485E-1,3.122587919E0,4.143537882E0
3.378025692E0,-2.723845959E0,-1.844811589E-1,3.116479397E0,4.143164725E0
3.380238505E0,-2.727511168E0,-1.832594275E-1,3.107927322E0,4.139095726E0
3.382451265E0,-2.726289511E0,-1.759290546E-1,3.095710039E0,4.128804449E0
3.384664078E0,-2.727511168E0,-1.588248461E-1,3.083492756E0,4.119765779E0
3.386876890E0,-2.725067854E0,-1.380554438E-1,3.065166712E0,4.103693591E0
3.389089651E0,-2.720180750E0,-1.075121984E-1,3.048062563E0,4.086762481E0
3.391302463E0,-2.714072227E0,-7.452550530E-2,3.030958414E0,4.069207664E0
3.393515223E0,-2.706741810E0,-3.909534588E-2,3.011410713E0,4.049268348E0
3.395728036E0,-2.695746183E0,-0.000000000E0,2.991863012E0,4.027194032E0
3.397940848E0,-2.685972452E0,4.153880477E-2,2.967428446E0,4.002724705E0
3.400153661E0,-2.672533512E0,8.429934084E-2,2.941771984E0,3.975369688E0
3.402366421E0,-2.662759542E0,1.246164143E-1,2.916115761E0,3.950892148E0
3.404579234E0,-2.650542259E0,1.551596522E-1,2.889237642E0,3.923919334E0
3.406792046E0,-2.640768528E0,1.820377111E-1,2.858694553E0,3.896014720E0
3.409004807E0,-2.628551245E0,2.028071135E-1,2.826929569E0,3.865480974E0
3.411217619E0,-2.616333961E0,2.186895907E-1,2.795164585E0,3.834836840E0
3.413430432E0,-2.601673126E0,2.321286201E-1,2.765842915E0,3.804270466E0
3.415643192E0,-2.585790634E0,2.455676347E-1,2.732856274E0,3.770294429E0
3.417856005E0,-2.566242933E0,2.626718581E-1,2.707200050E0,3.739456031E0
3.420068817E0,-2.546695232E0,2.773326039E-1,2.681543589E0,3.708536908E0
3.422281578E0,-2.522260666E0,2.956585586E-1,2.659552574E0,3.677286057E0
3.424494390E0,-2.500269651E0,3.152062297E-1,2.641226530E0,3.650586375E0
3.426707203E0,-2.478278399E0,3.298669755E-1,2.620457172E0,3.621805052E0
3.428919963E0,-2.458730698E0,3.384190798E-1,2.600909472E0,3.595081946E0
3.431132776E0,-2.436739683E0,3.396408260E-1,2.582583666E0,3.566902657E0
3.433345588E0,-2.412305117E0,3.384190798E-1,2.563035965E0,3.535943553E0
3.435558348E0,-2.386648655E0,3.310887218E-1,2.544709921E0,3.504462887E0
3.437771161E0,-2.363435745E0,3.188714087E-1,2.525162220E0,3.473319987E0
3.439990796E0,-2.337779522E0,3.054323792E-1,2.505614519E0,3.440436913E0
3.442196734E0,-2.309679747E0,2.895499170E-1,2.486066818E0,3.405728690E0
3.444409546E0,-2.281579971E0,2.736674249E-1,2.471406221E0,3.374662907E0
3.446622307E0,-2.253480196E0,2.565632164E-1,2.453080177E0,3.340898088E0
3.448835119E0,-2.221715212E0,2.406807244E-1,2.435976028E0,3.305741204E0
3.451047932E0,-2.192393780E0,2.247982323E-1,2.418871880E0,3.272318123E0
3.453260692E0,-2.161850452E0,2.089157552E-1,2.399324179E0,3.236355927E0
3.455473505E0,-2.133750677E0,1.832594275E-1,2.378554821E0,3.200624784E0
3.457686317E0,-2.104429245E0,1.588248461E-1,2.356563568E0,3.163422139E0
3.459899130E0,-2.077551126E0,1.295033395E-1,2.333350658E0,3.126901836E0
3.462111890E0,-2.049451351E0,1.038470119E-1,2.311359644E0,3.090860470E0
3.464324703E0,-2.023795128E0,8.185587823E-2,2.286925077E0,3.054909723E0
3.466537515E0,-1.996917009E0,6.597339362E-2,2.266155720E0,3.021173907E0
3.468750276E0,-1.972482324E0,5.131264031E-2,2.242942810E0,2.987325217E0
3.470963088E0,-1.951712966E0,4.031707719E-2,2.220951557E0,2.956929960E0
3.473175901E0,-1.932165265E0,2.932151034E-2,2.202625751E0,2.930133540E0
3.475399807E0,-1.915061116E0,2.321286127E-2,2.184299707E0,2.905023774E0
3.477601473E0,-1.896735191E0,1.221729536E-2,2.165973902E0,2.879096489E0
3.479814286E0,-1.879630923E0,2.443459118E-3,2.151313066E0,2.856775505E0
3.482027046E0,-1.861304998E0,-3.665188793E-3,2.136652231E0,2.833681790E0
3.484239859E0,-1.842979074E0,-7.330377586E-3,2.124434948E0,2.812445457E0
3.486452619E0,-1.824653149E0,-8.552107029E-3,2.115882874E0,2.793992231E0
3.488665432E0,-1.807548881E0,-8.552107029E-3,2.112217665E0,2.780066466E0
3.490878192E0,-1.790444613E0,-3.665188793E-3,2.109774351E0,2.767101942E0
3.493091057E0,-1.770897031E0,4.886918236E-3,2.107330799E0,2.752624797E0
3.495303817E0,-1.753792763E0,1.588248461E-2,2.107330799E0,2.741693711E0
3.497516630E0,-1.737910271E0,2.565632015E-2,2.108552456E0,2.732578236E0
3.499729390E0,-1.719584346E0,3.543015569E-2,2.108552456E0,2.721069473E0
3.501942203E0,-1.704923630E0,4.398226365E-2,2.110996008E0,2.713853933E0
3.504155015E0,-1.690262794E0,5.619955808E-2,2.109774351E0,2.703940554E0
3.506367776E0,-1.676823854E0,6.475166976E-2,2.112217665E0,2.697664635E0
3.508580588E0,-1.664606571E0,7.086031139E-2,2.109774351E0,2.688323647E0
3.510793348E0,-1.654832721E0,7.452550530E-2,2.110996008E0,2.683342977E0
3.513006213E0,-1.645058870E0,8.307760954E-2,2.110996008E0,2.677578145E0
3.515218973E0,-1.635285020E0,9.529490769E-2,2.109774351E0,2.671027149E0
3.517431786E0,-1.626732945E0,1.099556610E-1,2.108552456E0,2.665397491E0
3.519644546E0,-1.619402528E0,1.270598769E-1,2.107330799E0,2.660723935E0
3.521857359E0,-1.616959095E0,1.404989064E-1,2.102443933E0,2.656043515E0
3.524070171E0,-1.612072110E0,1.539379209E-1,2.098778725E0,2.650914089E0
3.526282984E0,-1.609628677E0,1.685986817E-1,2.092669964E0,2.645486264E0
3.528495744E0,-1.610850453E0,1.893680841E-1,2.087783098E0,2.643773387E0
3.530708557E0,-1.613293886E0,2.162461281E-1,2.080452681E0,2.641545553E0
3.532921317E0,-1.619402528E0,2.492328286E-1,2.075565815E0,2.644343964E0
3.535134130E0,-1.626732945E0,2.895499170E-1,2.069457054E0,2.648160065E0
3.537346942E0,-1.637728453E0,3.323104382E-1,2.063348532E0,2.655182080E0
3.539559755E0,-1.653610945E0,3.762927055E-1,2.057239771E0,2.666132186E0
3.541772515E0,-1.669493437E0,4.178315103E-1,2.054796457E0,2.680294758E0
3.543988088E0,-1.689041138E0,4.544833899E-1,2.053574562E0,2.697514337E0
3.546198140E0,-1.711032271E0,4.874700904E-1,2.057239771E0,2.719833450E0
3.548410901E0,-1.729358196E0,5.167915821E-1,2.064570189E0,2.742298921E0
3.550623713E0,-1.751349330E0,5.412262082E-1,2.076787472E0,2.770053517E0
3.552836526E0,-1.773340464E0,5.595521331E-1,2.091448307E0,2.798569458E0
3.555049286E0,-1.792888165E0,5.742129087E-1,2.110996008E0,2.828510665E0
3.557262098E0,-1.816100955E0,5.803215504E-1,2.134208918E0,2.861790259E0
3.559474859E0,-1.835648656E0,5.839866996E-1,2.159865141E0,2.894073924E0
3.561693088E0,-1.858861566E0,5.839866996E-1,2.186743259E0,2.928865457E0
3.563900484E0,-1.880852699E0,5.815432668E-1,2.217286348E0,2.965157365E0
3.566113244E0,-1.901622057E0,5.790998340E-1,2.250273228E0,3.002541035E0
3.568326057E0,-1.921169758E0,5.717694163E-1,2.282038212E0,3.037352779E0
3.570538869E0,-1.944382548E0,5.632173419E-1,2.318690062E0,3.078012487E0
3.572751682E0,-1.967595458E0,5.534434915E-1,2.357785225E0,3.120397851E0
3.574964442E0,-1.984699726E0,5.412262082E-1,2.394437313E0,3.156784576E0
3.577177255E0,-2.006690741E0,5.326740742E-1,2.431089163E0,3.196989821E0
3.579397255E0,-2.020129919E0,5.265654325E-1,2.468962669E0,3.233260383E0
3.581602828E0,-2.037234068E0,5.204567909E-1,2.501949310E0,3.268172007E0
3.583815640E0,-2.055559874E0,5.155698657E-1,2.531270981E0,3.301283305E0
3.586028453E0,-2.068999052E0,5.094612241E-1,2.561814070E0,3.332146327E0
3.588241213E0,-2.081216335E0,4.984656572E-1,2.588692188E0,3.358758207E0
3.590454026E0,-2.089768410E0,4.862483740E-1,2.613126755E0,3.381124210E0
3.592666838E0,-2.100764036E0,4.752528071E-1,2.635118008E0,3.403369166E0
3.594879598E0,-2.104429245E0,4.618137777E-1,2.657109022E0,3.420836560E0
3.597092411E0,-2.106872559E0,4.495964646E-1,2.676656723E0,3.435919116E0
3.599305223E0,-2.105650902E0,4.398226440E-1,2.698647976E0,3.451073829E0
3.601517984E0,-2.103207350E0,4.373791814E-1,2.721860647E0,3.467464072E0
3.603730796E0,-2.098320484E0,4.422661066E-1,2.747517109E0,3.485311812E0
3.605943609E0,-2.092211962E0,4.569268525E-1,2.773173332E0,3.503801275E0
3.608156369E0,-2.084881544E0,4.764745235E-1,2.800051451E0,3.523357369E0
3.610369182E0,-2.081216335E0,5.033525825E-1,2.826929569E0,3.546315841E0
3.612581994E0,-2.078772783E0,5.290089250E-1,2.855029345E0,3.571041765E0
3.614794755E0,-2.079994678E0,5.558869243E-1,2.884350777E0,3.599287087E0
3.617007567E0,-2.081216335E0,5.876519084E-1,2.914894104E0,3.629518403E0
3.619220328E0,-2.083659649E0,6.206386089E-1,2.944215536E0,3.659950128E0
3.621433192E0,-2.088546753E0,6.585122347E-1,2.974758863E0,3.693894449E0
3.623645953E0,-2.095877171E0,6.963858604E-1,3.002858639E0,3.727574866E0
3.625858765E0,-2.100764036E0,7.403681278E-1,3.035845280E0,3.765330140E0
3.628071526E0,-2.110537767E0,7.880155444E-1,3.067610264E0,3.805991447E0
3.630284338E0,-2.117868185E0,8.393282294E-1,3.099375248E0,3.846552281E0
3.632497151E0,-2.126420259E0,8.955277801E-1,3.132361889E0,3.890414390E0
3.634709911E0,-2.136194229E0,9.553925395E-1,3.169013739E0,3.939384313E0
3.636922723E0,-2.144746304E0,1.021365881E0,3.206887484E0,3.990896178E0
3.639135536E0,-2.153298378E0,1.089782715E0,3.247204542E0,4.045819770E0
3.641348296E0,-2.161850452E0,1.158199668E0,3.287521601E0,4.101563376E0
3.643561109E0,-2.175289392E0,1.221729517E0,3.331503868E0,4.162141874E0
3.645773921E0,-2.183841705E0,1.287702918E0,3.373042583E0,4.219568659E0
3.647986734E0,-2.197280645E0,1.350011110E0,3.417024851E0,4.280961465E0
3.650199494E0,-2.210719585E0,1.409875870E0,3.462228775E0,4.343047219E0
3.652412307E0,-2.224158764E0,1.469740629E0,3.507432938E0,4.405576641E0
3.654625067E0,-2.236376047E0,1.532048821E0,3.552636862E0,4.468755989E0
3.656837880E0,-2.252258539E0,1.589470148E0,3.599062681E0,4.533468436E0
3.659050692E0,-2.265697479E0,1.646891475E0,3.645488262E0,4.597305870E0
3.661263453E0,-2.279136419E0,1.701869249E0,3.690692186E0,4.659616999E0
3.663476265E0,-2.291353703E0,1.753181934E0,3.733452797E0,4.718327932E0
3.665694651E0,-2.299905777E0,1.803272843E0,3.773769855E0,4.773122506E0
3.667901890E0,-2.309679747E0,1.847255111E0,3.812865257E0,4.825444378E0
3.670114651E0,-2.315788269E0,1.891237378E0,3.848295450E0,4.873297857E0
3.672327463E0,-2.321897030E0,1.935219646E0,3.883725643E0,4.921341866E0
3.674540276E0,-2.326783895E0,1.976758480E0,3.913047075E0,4.963208116E0
3.676753036E0,-2.329227448E0,2.013410330E0,3.943590403E0,5.003101730E0
3.678965848E0,-2.334114313E0,2.045175314E0,3.971690178E0,5.040352623E0
3.681178661E0,-2.337779522E0,2.072053432E0,3.996124744E0,5.072241269E0
3.683394963E0,-2.343888044E0,2.092822790E0,4.023002625E0,5.104730014E0
3.685604234E0,-2.348775148E0,2.106261730E0,4.041328430E0,5.126930725E0
3.687817046E0,-2.352440357E0,2.117257357E0,4.059654713E0,5.147577171E0
3.690029807E0,-2.359770536E0,2.123365879E0,4.079202175E0,5.168857710E0
3.692242619E0,-2.365879297E0,2.128252983E0,4.093863010E0,5.185225160E0
3.694455432E0,-2.371987820E0,2.130696297E0,4.108523846E0,5.200592381E0
3.696668192E0,-2.378096581E0,2.135583162E0,4.120740891E0,5.215032529E0
3.698881005E0,-2.384205341E0,2.135583162E0,4.131736755E0,5.226509272E0
3.701093765E0,-2.389092207E0,2.138026714E0,4.137845516E0,5.234566393E0
3.703306630E0,-2.393979073E0,2.141691923E0,4.143953800E0,5.243122466E0
3.705519390E0,-2.398865938E0,2.146578789E0,4.148840904E0,5.251213111E0
3.707732203E0,-2.402531147E0,2.149022341E0,4.148840904E0,5.253887492E0
3.709945015E0,-2.404974699E0,2.152687550E0,4.147619247E0,5.255541115E0
3.712157828E0,-2.406196356E0,2.155130863E0,4.145175457E0,5.255173595E0
3.714370588E0,-2.406196356E0,2.160017967E0,4.136623383E0,5.250439175E0
3.716583348E0,-2.403752804E0,2.164904833E0,4.128071308E0,5.244598479E0
3.718796161E0,-2.402531147E0,2.172235250E0,4.117075920E0,5.238423048E0
3.721008973E0,-2.397644281E0,2.178343773E0,4.102415085E0,5.227206637E0
3.723221786E0,-2.393979073E0,2.185674191E0,4.086532593E0,5.216134210E0
3.725434546E0,-2.386648655E0,2.197891474E0,4.068206787E0,5.203568506E0
3.727647359E0,-2.376874924E0,2.211330414E0,4.049880981E0,5.190477104E0
3.729860171E0,-2.363435745E0,2.232100010E0,4.032776356E0,5.179901940E0
3.732072932E0,-2.348775148E0,2.258977890E0,4.014450550E0,5.170642032E0
3.734285744E0,-2.334114313E0,2.287077665E0,3.996124744E0,5.162153315E0
3.736498557E0,-2.317010164E0,2.315177441E0,3.974133492E0,5.149982494E0
3.738711317E0,-2.299905777E0,2.343277216E0,3.955807686E0,5.140907424E0
3.740924130E0,-2.281579971E0,2.370155334E0,3.935038090E0,5.129109888E0
3.743136942E0,-2.260810614E0,2.399476767E0,3.916712284E0,5.119510572E0
3.745349755E0,-2.240041256E0,2.427576542E0,3.902051449E0,5.112427819E0
3.747562515E0,-2.216828346E0,2.459341526E0,3.888612509E0,5.107249348E0
3.749775328E0,-2.189950228E0,2.494771719E0,3.877616882E0,5.104476527E0
3.751988140E0,-2.165515661E0,2.533867121E0,3.872730017E0,5.109596701E0
3.754200953E0,-2.139859438E0,2.569297314E0,3.867843151E0,5.112777889E0
3.756413713E0,-2.110537767E0,2.599840403E0,3.861734390E0,5.111411966E0
3.758626526E0,-2.083659649E0,2.615722895E0,3.858069181E0,5.105716561E0
3.760839286E0,-2.059225082E0,2.623053312E0,3.851960659E0,5.094940386E0
3.763052098E0,-2.032347202E0,2.620609999E0,3.842186689E0,5.075473423E0
3.765264859E0,-2.004247427E0,2.603505611E0,3.828747749E0,5.045251088E0
3.767477723E0,-1.976147532E0,2.569297314E0,3.811643600E0,5.003506240E0
3.769697932E0,-1.944382548E0,2.517984629E0,3.789652348E0,4.947962712E0
3.771903296E0,-1.911395907E0,2.465450287E0,3.768882990E0,4.892479783E0
3.774116057E0,-1.878409147E0,2.420246363E0,3.748113632E0,4.840905822E0
3.776328869E0,-1.844200730E0,2.387259483E0,3.726122379E0,4.794170644E0
3.778541682E0,-1.805105448E0,2.370155334E0,3.704131365E0,4.753591395E0
3.780754442E0,-1.764788389E0,2.370155334E0,3.684583664E0,4.723163256E0
3.782967255E0,-1.713475704E0,2.379929066E0,3.663814306E0,4.692930494E0
3.785180067E0,-1.660941362E0,2.388481379E0,3.641823053E0,4.661163445E0
3.787392828E0,-1.604741812E0,2.398255110E0,3.613723278E0,4.624480488E0
3.789605640E0,-1.542433619E0,2.423911333E0,3.585623503E0,4.594686445E0
3.791818453E0,-1.485012293E0,2.449567795E0,3.555080414E0,4.565549325E0
3.794031213E0,-1.423925757E0,2.481332779E0,3.518428326E0,4.534745286E0
3.796244026E0,-1.364060998E0,2.513097763E0,3.479333162E0,4.503563259E0
3.798456838E0,-1.302974582E0,2.547306061E0,3.441459417E0,4.475505988E0
3.800669651E0,-1.241888046E0,2.586401463E0,3.399920702E0,4.448732317E0
3.802882411E0,-1.178358197E0,2.626718521E0,3.362046957E0,4.426232932E0
3.805095223E0,-1.116050005E0,2.667035580E0,3.324173450E0,4.405539187E0
3.807307984E0,-1.057406902E0,2.706130981E0,3.288743258E0,4.388289696E0
3.809520848E0,-1.002429128E0,2.739117622E0,3.255756617E0,4.371221872E0
3.811733609E0,-9.486730099E-1,2.764774084E0,3.222769976E0,4.350885258E0
3.813946421E0,-9.010255337E-1,2.784321547E0,3.192226648E0,4.330658664E0
3.816159234E0,-8.533781171E-1,2.796539068E0,3.162905216E0,4.307302448E0
3.818371994E0,-8.118392825E-1,2.794095516E0,3.131140232E0,4.274352808E0
3.820584807E0,-7.715222239E-1,2.785543442E0,3.099375248E0,4.237997845E0
3.822797619E0,-7.385355234E-1,2.758665323E0,3.061501503E0,4.186700436E0
3.825010380E0,-7.043271065E-1,2.715904713E0,3.023627996E0,4.124868645E0
3.827223192E0,-6.750055552E-1,2.659705162E0,2.980867386E0,4.051571846E0
3.829436005E0,-6.456840634E-1,2.603505611E0,2.938106775E0,3.978394249E0
3.831648765E0,-6.151408553E-1,2.552193165E0,2.891681194E0,3.905625219E0
